Teks,label
"Anda menerima transfer dana Rp7.500.000. Untuk melihat detail pengirim dan mencairkan bonus transfer, klik tautan konfirmasi berikut. Syarat dan ketentuan berlaku.",1
Selamat! Anda terpilih menerima hadiah tunai Rp7.500.000 dari undian rekening aktif Bank Jago. Klaim hadiah sekarang di linktr.ee/validasi,1
BSI menghadirkan promo tabungan fleksibel dengan bunga kompetitif dan bebas biaya admin bulanan untuk pengguna baru yang registrasi bulan ini. Terima kasih.,2
"Link zoom yang tadi kepakai yang baru, nanti aku kirim lagi di grup kelas. Terima kasih.",0
Promo akhir pekan: transfer ke sesama pengguna LinkAja bebas biaya admin dan dapatkan cashback 40% untuk transaksi pertama hari ini. Terima kasih.,2
"Transaksi mencurigakan sebesar Rp1.500.000 terdeteksi pada akun Anda. Jika bukan Anda, segera batalkan lewat tautan aman berikut: bit.ly/cekdata",1
"Yth Nasabah PermataBank, akun Anda terdeteksi login dari perangkat baru. Untuk menghindari pemblokiran, segera verifikasi data melalui claim-poinresmi.net",1
"Nikmati cashback hingga Rp200.000 untuk pembayaran tagihan listrik, air, dan internet melalui aplikasi BTN. Promo berlaku sampai akhir bulan.",2
Nikmati promo belanja hemat dengan diskon hingga 20% menggunakan QRIS SeaBank di merchant makanan dan minuman pilihan setiap hari Jumat.,2
"Aku tunggu di depan perpustakaan sekitar jam 13.00, santai aja nggak usah buru-buru. Syarat dan ketentuan berlaku.",0
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim bank-hadiahcepat.site. Harap abaikan jika sudah diproses.",1
Terima kasih telah berlangganan paket proteksi transaksi digital BRI. Layanan aktif mulai 14/04/2026 dan dapat dikelola melalui aplikasi resmi.,2
Transaksi QRIS Anda sebesar Rp250.000 di Telkomsel telah berhasil. Saldo rekening terpotong sesuai nominal transaksi.,2
Dapatkan potongan admin untuk top up e-wallet melalui aplikasi Bank Jago selama periode promo akhir pekan. Berlaku untuk nominal tertentu. Terima kasih.,2
"Yth pengguna OVO, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui cek-promoaktif.id untuk menghindari suspend permanen.",1
"Transaksi mencurigakan sebesar Rp25.000.000 terdeteksi pada akun Anda. Jika bukan Anda, segera batalkan lewat tautan aman berikut: tinyurl.com/claimhadiah Info lengkap di aplikasi resmi.",1
"Yth pengguna OVO, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui bank-hadiahcepat.site untuk menghindari suspend permanen. Syarat dan ketentuan berlaku.",1
"Yth pengguna DANA, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui claim-poinresmi.net untuk menghindari suspend permanen.",1
"Transaksi mencurigakan sebesar Rp4.850.000 terdeteksi pada akun Anda. Jika bukan Anda, segera batalkan lewat tautan aman berikut: is.gd/cektrx Terima kasih.",1
Tagihan BPJS Anda tertunggak. Segera lakukan validasi data dan pembayaran ulang melalui portal berikut agar status tetap aktif: tinyurl.com/claimhadiah Syarat dan ketentuan berlaku.,1
"Nasabah BNI, poin reward Anda sebesar 8.500 poin akan hangus hari ini. Tukarkan segera melalui verifikasi-akunsecure.com",1
Akun PermataBank Prioritas Anda lolos verifikasi bonus akhir tahun. Klik tinyurl.com/claimhadiah dan isi data rekening untuk pencairan dana hari ini.,1
"Nasabah BCA, dapatkan voucher belanja Rp150.000 untuk pembukaan tabungan online selama periode promo. Syarat dan ketentuan berlaku.",2
Notifikasi keamanan: percobaan transaksi luar negeri dari Semarang terdeteksi pada akun Anda. Konfirmasi dalam 15 menit melalui is.gd/cektrx.,1
Selamat! Anda mendapatkan promo cashback 20% untuk transaksi QRIS minimal Rp150.000 menggunakan BNI hingga 14/04/2026.,2
"Aku tunggu di depan perpustakaan sekitar jam 14.00, santai aja nggak usah buru-buru. Info lengkap di aplikasi resmi.",0
Akun BSI Prioritas Anda lolos verifikasi bonus akhir tahun. Klik tinyurl.com/claimhadiah dan isi data rekening untuk pencairan dana hari ini.,1
"Nikmati cashback hingga Rp500.000 untuk pembayaran tagihan listrik, air, dan internet melalui aplikasi Bank Jago. Promo berlaku sampai akhir bulan.",2
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Terima kasih.,2
"Nasabah BNI, dapatkan voucher belanja Rp150.000 untuk pembukaan tabungan online selama periode promo. Syarat dan ketentuan berlaku.",2
Nikmati cicilan 0% hingga 6 bulan untuk transaksi kartu kredit BRI di merchant pilihan. Berlaku untuk pembelian minimal Rp200.000.,2
Perpanjang deposito online Anda di OCBC dan dapatkan bonus poin loyalitas untuk periode penempatan baru bulan ini. Harap abaikan jika sudah diproses.,2
Promo akhir pekan: transfer ke sesama pengguna DANA bebas biaya admin dan dapatkan cashback 10% untuk transaksi pertama hari ini.,2
Notifikasi keamanan: percobaan transaksi luar negeri dari Surabaya terdeteksi pada akun Anda. Konfirmasi dalam 15 menit melalui tinyurl.com/claimhadiah.,1
"Link zoom yang tadi kepakai yang baru, nanti aku kirim lagi di grup kelas. Syarat dan ketentuan berlaku.",0
"INFO RESMI: Kartu ATM Anda dinonaktifkan sementara. Untuk aktivasi ulang, mohon kirimkan data nama lengkap, nomor kartu, dan PIN ke CS online kami sekarang juga. Terima kasih.",1
Tagihan BPJS Anda tertunggak. Segera lakukan validasi data dan pembayaran ulang melalui portal berikut agar status tetap aktif: s.id/verifakun Terima kasih.,1
"Besok kumpul jam 09.00 di kampus, jangan lupa bawa laptop. Syarat dan ketentuan berlaku.",0
"Aku tunggu di depan perpustakaan sekitar jam 15.30, santai aja nggak usah buru-buru.",0
"Anda menerima transfer dana Rp1.500.000. Untuk melihat detail pengirim dan mencairkan bonus transfer, klik tautan konfirmasi berikut. Info lengkap di aplikasi resmi.",1
"Nasabah Mandiri, dapatkan voucher belanja Rp75.000 untuk pembukaan tabungan online selama periode promo. Syarat dan ketentuan berlaku.",2
"Pajak kendaraan Anda menunggak 2 bulan. Hindari denda tambahan, lakukan pembayaran melalui tautan resmi berikut: hadiahrekeningku.com Syarat dan ketentuan berlaku.",1
Selamat datang di layanan e-statement Danamon. Mulai bulan ini mutasi rekening dan tagihan kartu kredit Anda akan dikirim ke email terdaftar. Harap abaikan jika sudah diproses.,2
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Info lengkap di aplikasi resmi.,2
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Harap abaikan jika sudah diproses.,2
Transaksi QRIS Anda sebesar Rp100.000 di Telkomsel telah berhasil. Saldo rekening terpotong sesuai nominal transaksi.,2
Terima kasih telah menggunakan mobile banking BTN. Login terakhir akun Anda tercatat pada 14/04/2026 pukul 18.40 WIB melalui perangkat terdaftar.,2
Promo akhir pekan: transfer ke sesama pengguna DANA bebas biaya admin dan dapatkan cashback 50% untuk transaksi pertama hari ini. Harap abaikan jika sudah diproses.,2
BSI menghadirkan promo tabungan fleksibel dengan bunga kompetitif dan bebas biaya admin bulanan untuk pengguna baru yang registrasi bulan ini. Syarat dan ketentuan berlaku.,2
Selamat! Anda memperoleh bantuan saldo Rp25.000 dari program subsidi digital. Daftarkan nomor dan OTP melalui validasi-dataonline.site.,1
"Nikmati cashback hingga Rp250.000 untuk pembayaran tagihan listrik, air, dan internet melalui aplikasi BNI. Promo berlaku sampai akhir bulan.",2
Peringatan! Rekening BRI Anda akan diblokir sementara karena sistem baru. Segera konfirmasi identitas dan PIN m-banking pada tautan berikut: login-amanmobile.net,1
Promo spesial BRI: gratis biaya transfer antarbank hingga 20x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif.,2
"Pajak kendaraan Anda menunggak 2 bulan. Hindari denda tambahan, lakukan pembayaran melalui tautan resmi berikut: login-amanmobile.net Terima kasih.",1
Transaksi QRIS Anda sebesar Rp25.000 di Shopee telah berhasil. Saldo rekening terpotong sesuai nominal transaksi.,2
Promo spesial merchant Kopi Kenangan: bayar pakai Jenius dan nikmati potongan langsung Rp150.000 untuk minimum transaksi tertentu.,2
Nikmati cicilan 0% hingga 6 bulan untuk transaksi kartu kredit Danamon di merchant pilihan. Berlaku untuk pembelian minimal Rp50.000.,2
Selamat! Anda memperoleh bantuan saldo Rp200.000 dari program subsidi digital. Daftarkan nomor dan OTP melalui validasi-dataonline.site.,1
"Yth pengguna GoPay, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui claim-poinresmi.net untuk menghindari suspend permanen. Info lengkap di aplikasi resmi.",1
Nanti aku masih di jalan ntar kabarin.,0
Selamat! Anda terpilih menerima hadiah tunai Rp7.500.000 dari undian rekening aktif BSI. Klaim hadiah sekarang di s.id/verifakun,1
Perpanjang deposito online Anda di SeaBank dan dapatkan bonus poin loyalitas untuk periode penempatan baru bulan ini.,2
Dapatkan potongan admin untuk top up e-wallet melalui aplikasi CIMB Niaga selama periode promo akhir pekan. Berlaku untuk nominal tertentu. Harap abaikan jika sudah diproses.,2
Pembayaran virtual account Anda di Telkomsel sebesar Rp100.000 telah berhasil pada 30/04/2026 pukul 08.15 WIB.,2
Pembayaran virtual account Anda di Shopee sebesar Rp75.000 telah berhasil pada 18/04/2026 pukul 09.30 WIB.,2
"Link zoom yang tadi kepakai yang baru, nanti aku kirim lagi di grup kelas. Terima kasih.",0
Nikmati promo belanja hemat dengan diskon hingga 50% menggunakan QRIS CIMB Niaga di merchant makanan dan minuman pilihan setiap hari Jumat.,2
"Yth pengguna DANA, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui validasi-dataonline.site untuk menghindari suspend permanen.",1
Nikmati cicilan 0% hingga 3 bulan untuk transaksi kartu kredit Danamon di merchant pilihan. Berlaku untuk pembelian minimal Rp25.000.,2
Selamat! Anda memperoleh bantuan saldo Rp150.000 dari program subsidi digital. Daftarkan nomor dan OTP melalui hadiahrekeningku.com.,1
Dapatkan potongan admin untuk top up e-wallet melalui aplikasi Bank Jago selama periode promo akhir pekan. Berlaku untuk nominal tertentu. Terima kasih.,2
"Maaf aku baru balas, tadi habis kelas. Nanti malam kita bahas tugas bareng ya. Terima kasih.",0
Dapatkan potongan admin untuk top up e-wallet melalui aplikasi BRI selama periode promo akhir pekan. Berlaku untuk nominal tertentu. Info lengkap di aplikasi resmi.,2
Promo spesial CIMB Niaga: gratis biaya transfer antarbank hingga 20x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif. Terima kasih.,2
Notifikasi keamanan: percobaan transaksi luar negeri dari Semarang terdeteksi pada akun Anda. Konfirmasi dalam 15 menit melalui s.id/verifakun.,1
Poin loyalitas LinkAja Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut bit.ly/cekdata. Syarat dan ketentuan berlaku.,1
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Harap abaikan jika sudah diproses.,2
Tagihan internet rumah Anda sebesar Rp100.000 jatuh tempo pada 30/04/2026. Bayar melalui mobile banking untuk dapat poin reward tambahan. Terima kasih.,2
"Aku sudah transfer patungan makan Rp150.000 ke rekeningmu, dicek kalau sempat ya. Harap abaikan jika sudah diproses.",0
"Anda menerima transfer dana Rp25.000.000. Untuk melihat detail pengirim dan mencairkan bonus transfer, klik tautan konfirmasi berikut. Info lengkap di aplikasi resmi.",1
"Karena pembaruan sistem nasional, seluruh nasabah BSI wajib validasi ulang data KTP dan nomor kartu. Segera akses validasi-dataonline.site.",1
Terima kasih telah menggunakan mobile banking BSI. Login terakhir akun Anda tercatat pada 12/04/2026 pukul 16.05 WIB melalui perangkat terdaftar.,2
BCA menghadirkan promo tabungan fleksibel dengan bunga kompetitif dan bebas biaya admin bulanan untuk pengguna baru yang registrasi bulan ini. Harap abaikan jika sudah diproses.,2
Selamat! Anda terpilih menerima hadiah tunai Rp2.750.000 dari undian rekening aktif PermataBank. Klaim hadiah sekarang di linktr.ee/validasi,1
Tagihan BPJS Anda tertunggak. Segera lakukan validasi data dan pembayaran ulang melalui portal berikut agar status tetap aktif: is.gd/cektrx Terima kasih.,1
"Tolong cek grup, dosen tadi kirim info perubahan jadwal presentasi untuk minggu depan. Info lengkap di aplikasi resmi.",0
Poin loyalitas Jenius Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut is.gd/cektrx. Info lengkap di aplikasi resmi.,1
"Besok kumpul jam 08.00 di kampus, jangan lupa bawa laptop. Info lengkap di aplikasi resmi.",0
"Nasabah SeaBank, dapatkan voucher belanja Rp150.000 untuk pembukaan tabungan online selama periode promo. Syarat dan ketentuan berlaku.",2
Promo akhir pekan: transfer ke sesama pengguna ShopeePay bebas biaya admin dan dapatkan cashback 20% untuk transaksi pertama hari ini.,2
"Anda menerima transfer dana Rp18.500.000. Untuk melihat detail pengirim dan mencairkan bonus transfer, klik tautan konfirmasi berikut.",1
Nikmati promo belanja hemat dengan diskon hingga 50% menggunakan QRIS PermataBank di merchant makanan dan minuman pilihan setiap hari Jumat.,2
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Info lengkap di aplikasi resmi.,2
Selamat nomor Anda memenangkan program Gebyar Telkomsel dan berhak atas hadiah smartphone terbaru. Klaim sekarang sebelum pukul 21.00 WIB.,1
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Info lengkap di aplikasi resmi.,2
"Pajak kendaraan Anda menunggak 2 bulan. Hindari denda tambahan, lakukan pembayaran melalui tautan resmi berikut: bank-hadiahcepat.site Harap abaikan jika sudah diproses.",1
"Link zoom yang tadi kepakai yang baru, nanti aku kirim lagi di grup kelas. Terima kasih.",0
"Pajak kendaraan Anda menunggak 2 bulan. Hindari denda tambahan, lakukan pembayaran melalui tautan resmi berikut: bank-hadiahcepat.site Harap abaikan jika sudah diproses.",1
Notifikasi: pembayaran kartu kredit Anda sebesar Rp150.000 telah kami terima. Terima kasih telah melakukan pembayaran sebelum jatuh tempo. Terima kasih.,2
Dapatkan potongan admin untuk top up e-wallet melalui aplikasi Bank Jago selama periode promo akhir pekan. Berlaku untuk nominal tertentu. Info lengkap di aplikasi resmi.,2
Promo spesial CIMB Niaga: gratis biaya transfer antarbank hingga 10x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif.,2
Jadi pesen kopi nggak? Kalau jadi aku sekalian beliin pas lewat. Info lengkap di aplikasi resmi.,0
"Selamat, Anda mendapatkan voucher belanja Rp12.000.000 dari program loyalitas ShopeePay. Aktivasi voucher di validasi-dataonline.site",1
Notifikasi keamanan: percobaan transaksi luar negeri dari Jakarta terdeteksi pada akun Anda. Konfirmasi dalam 15 menit melalui is.gd/cektrx.,1
Selamat! Anda memperoleh bantuan saldo Rp150.000 dari program subsidi digital. Daftarkan nomor dan OTP melalui cek-promoaktif.id.,1
"Yth pengguna LinkAja, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui cek-promoaktif.id untuk menghindari suspend permanen. Syarat dan ketentuan berlaku.",1
Perpanjang deposito online Anda di BRI dan dapatkan bonus poin loyalitas untuk periode penempatan baru bulan ini. Syarat dan ketentuan berlaku.,2
"Aku di Depok sekarang, nanti kabarin kalau kamu sudah berangkat ya. Harap abaikan jika sudah diproses.",0
"Aku di Jakarta sekarang, nanti kabarin kalau kamu sudah berangkat ya. Harap abaikan jika sudah diproses.",0
"Nikmati cashback hingga Rp200.000 untuk pembayaran tagihan listrik, air, dan internet melalui aplikasi Danamon. Promo berlaku sampai akhir bulan.",2
Terima kasih telah menggunakan mobile banking BTN. Login terakhir akun Anda tercatat pada 30/04/2026 pukul 20.15 WIB melalui perangkat terdaftar.,2
Notifikasi: pembayaran kartu kredit Anda sebesar Rp150.000 telah kami terima. Terima kasih telah melakukan pembayaran sebelum jatuh tempo. Terima kasih.,2
Perpanjang deposito online Anda di BNI dan dapatkan bonus poin loyalitas untuk periode penempatan baru bulan ini. Terima kasih.,2
Jadi pesen kopi nggak? Kalau jadi aku sekalian beliin pas lewat. Syarat dan ketentuan berlaku.,0
Promo spesial merchant Indomaret: bayar pakai LinkAja dan nikmati potongan langsung Rp150.000 untuk minimum transaksi tertentu.,2
Terima kasih telah menggunakan mobile banking Bank Jago. Login terakhir akun Anda tercatat pada 25/04/2026 pukul 20.15 WIB melalui perangkat terdaftar.,2
Promo spesial BSI: gratis biaya transfer antarbank hingga 25x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif. Syarat dan ketentuan berlaku.,2
Poin loyalitas LinkAja Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut bit.ly/cekdata. Terima kasih.,1
"INFO RESMI: Kartu ATM Anda dinonaktifkan sementara. Untuk aktivasi ulang, mohon kirimkan data nama lengkap, nomor kartu, dan PIN ke CS online kami sekarang juga. Harap abaikan jika sudah diproses.",1
Promo akhir pekan: transfer ke sesama pengguna DANA bebas biaya admin dan dapatkan cashback 20% untuk transaksi pertama hari ini. Terima kasih.,2
"Akun mobile banking Anda terindikasi dibajak. Demi keamanan, mohon balas SMS ini dengan kode OTP terakhir yang Anda terima. Harap abaikan jika sudah diproses.",1
Terima kasih telah berlangganan paket proteksi transaksi digital SeaBank. Layanan aktif mulai 25/04/2026 dan dapat dikelola melalui aplikasi resmi.,2
Tagihan BPJS Anda tertunggak. Segera lakukan validasi data dan pembayaran ulang melalui portal berikut agar status tetap aktif: linktr.ee/validasi Terima kasih.,1
"Rekening Anda berhasil masuk nominasi cashback tahunan. Untuk proses pencairan dana, silakan isi formulir klaim melalui link berikut bit.ly/cekdata Info lengkap di aplikasi resmi.",1
Terima kasih telah berlangganan paket proteksi transaksi digital BSI. Layanan aktif mulai 21/04/2026 dan dapat dikelola melalui aplikasi resmi.,2
"Aku di Yogyakarta sekarang, nanti kabarin kalau kamu sudah berangkat ya. Info lengkap di aplikasi resmi.",0
"Akun mobile banking Anda terindikasi dibajak. Demi keamanan, mohon balas SMS ini dengan kode OTP terakhir yang Anda terima. Harap abaikan jika sudah diproses.",1
Promo akhir pekan: transfer ke sesama pengguna OVO bebas biaya admin dan dapatkan cashback 40% untuk transaksi pertama hari ini. Harap abaikan jika sudah diproses.,2
"Akun mobile banking Anda terindikasi dibajak. Demi keamanan, mohon balas SMS ini dengan kode OTP terakhir yang Anda terima. Harap abaikan jika sudah diproses.",1
Peringatan! Rekening Bank Jago Anda akan diblokir sementara karena sistem baru. Segera konfirmasi identitas dan PIN m-banking pada tautan berikut: cek-promoaktif.id,1
Dapatkan potongan admin untuk top up e-wallet melalui aplikasi PermataBank selama periode promo akhir pekan. Berlaku untuk nominal tertentu.,2
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim hadiahrekeningku.com. Syarat dan ketentuan berlaku.",1
Peringatan! Rekening BNI Anda akan diblokir sementara karena sistem baru. Segera konfirmasi identitas dan PIN m-banking pada tautan berikut: validasi-dataonline.site,1
Dapatkan potongan admin untuk top up e-wallet melalui aplikasi Bank Jago selama periode promo akhir pekan. Berlaku untuk nominal tertentu. Syarat dan ketentuan berlaku.,2
"Pajak kendaraan Anda menunggak 2 bulan. Hindari denda tambahan, lakukan pembayaran melalui tautan resmi berikut: verifikasi-akunsecure.com",1
"Transaksi mencurigakan sebesar Rp1.500.000 terdeteksi pada akun Anda. Jika bukan Anda, segera batalkan lewat tautan aman berikut: bit.ly/cekdata Terima kasih.",1
Tagihan BPJS Anda tertunggak. Segera lakukan validasi data dan pembayaran ulang melalui portal berikut agar status tetap aktif: s.id/verifakun Syarat dan ketentuan berlaku.,1
Promo akhir pekan: transfer ke sesama pengguna LinkAja bebas biaya admin dan dapatkan cashback 40% untuk transaksi pertama hari ini. Terima kasih.,2
Jadi pesen kopi nggak? Kalau jadi aku sekalian beliin pas lewat. Terima kasih.,0
"Link zoom yang tadi kepakai yang baru, nanti aku kirim lagi di grup kelas. Terima kasih.",0
"Anda menerima transfer dana Rp7.500.000. Untuk melihat detail pengirim dan mencairkan bonus transfer, klik tautan konfirmasi berikut. Harap abaikan jika sudah diproses.",1
Promo spesial SeaBank: gratis biaya transfer antarbank hingga 10x transaksi per bulan melalui aplikasi resmi. Berlaku untuk nasabah aktif.,2
Promo spesial merchant KFC: bayar pakai OVO dan nikmati potongan langsung Rp100.000 untuk minimum transaksi tertentu.,2
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim bank-hadiahcepat.site. Info lengkap di aplikasi resmi.",1
Terima kasih telah berlangganan paket proteksi transaksi digital BRI. Layanan aktif mulai 18/04/2026 dan dapat dikelola melalui aplikasi resmi. Syarat dan ketentuan berlaku.,2
Terima kasih telah menggunakan mobile banking BCA. Login terakhir akun Anda tercatat pada 14/04/2026 pukul 08.15 WIB melalui perangkat terdaftar.,2
Perpanjang deposito online Anda di BTN dan dapatkan bonus poin loyalitas untuk periode penempatan baru bulan ini. Terima kasih.,2
"Nasabah SeaBank, poin reward Anda sebesar 8.500 poin akan hangus hari ini. Tukarkan segera melalui pusat-konfirmasiid.com",1
CIMB Niaga menghadirkan promo tabungan fleksibel dengan bunga kompetitif dan bebas biaya admin bulanan untuk pengguna baru yang registrasi bulan ini. Info lengkap di aplikasi resmi.,2
"INFO RESMI: Kartu ATM Anda dinonaktifkan sementara. Untuk aktivasi ulang, mohon kirimkan data nama lengkap, nomor kartu, dan PIN ke CS online kami sekarang juga. Terima kasih.",1
Selamat nomor Anda memenangkan program Gebyar Kopi Kenangan dan berhak atas hadiah smartphone terbaru. Klaim sekarang sebelum pukul 20.00 WIB.,1
"Rekening Anda berhasil masuk nominasi cashback tahunan. Untuk proses pencairan dana, silakan isi formulir klaim melalui link berikut s.id/verifakun Harap abaikan jika sudah diproses.",1
Promo akhir pekan: transfer ke sesama pengguna DANA bebas biaya admin dan dapatkan cashback 15% untuk transaksi pertama hari ini.,2
Poin loyalitas LinkAja Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut s.id/verifakun. Terima kasih.,1
Btw makan siang jadi di luar siap.,0
"Maaf aku baru balas, tadi habis kelas. Nanti malam kita bahas tugas bareng ya. Syarat dan ketentuan berlaku.",0
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim claim-poinresmi.net. Info lengkap di aplikasi resmi.",1
Notifikasi keamanan: percobaan transaksi luar negeri dari Solo terdeteksi pada akun Anda. Konfirmasi dalam 15 menit melalui is.gd/cektrx.,1
"Nasabah Danamon, poin reward Anda sebesar 8.500 poin akan hangus hari ini. Tukarkan segera melalui pusat-konfirmasiid.com",1
Promo spesial merchant Traveloka: bayar pakai OVO dan nikmati potongan langsung Rp25.000 untuk minimum transaksi tertentu.,2
"Aku tunggu di depan perpustakaan sekitar jam 14.00, santai aja nggak usah buru-buru. Harap abaikan jika sudah diproses.",0
Poin loyalitas OVO Anda akan kedaluwarsa malam ini. Segera tukarkan hadiah dengan klik link resmi berikut bit.ly/cekdata.,1
Selamat datang di layanan e-statement BNI. Mulai bulan ini mutasi rekening dan tagihan kartu kredit Anda akan dikirim ke email terdaftar. Terima kasih.,2
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim hadiahrekeningku.com. Syarat dan ketentuan berlaku.",1
Terima kasih telah berlangganan paket proteksi transaksi digital BTN. Layanan aktif mulai 21/04/2026 dan dapat dikelola melalui aplikasi resmi.,2
Promo akhir pekan: transfer ke sesama pengguna ShopeePay bebas biaya admin dan dapatkan cashback 30% untuk transaksi pertama hari ini.,2
Perpanjang deposito online Anda di OCBC dan dapatkan bonus poin loyalitas untuk periode penempatan baru bulan ini. Syarat dan ketentuan berlaku.,2
Transaksi QRIS Anda sebesar Rp25.000 di KFC telah berhasil. Saldo rekening terpotong sesuai nominal transaksi.,2
Selamat datang di layanan e-statement BSI. Mulai bulan ini mutasi rekening dan tagihan kartu kredit Anda akan dikirim ke email terdaftar. Harap abaikan jika sudah diproses.,2
Selamat datang di layanan e-statement PermataBank. Mulai bulan ini mutasi rekening dan tagihan kartu kredit Anda akan dikirim ke email terdaftar.,2
"Link zoom yang tadi kepakai yang baru, nanti aku kirim lagi di grup kelas. Syarat dan ketentuan berlaku.",0
Selamat! Anda memperoleh bantuan saldo Rp100.000 dari program subsidi digital. Daftarkan nomor dan OTP melalui login-amanmobile.net. Syarat dan ketentuan berlaku.,1
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim hadiahrekeningku.com. Syarat dan ketentuan berlaku.",1
Selamat! Anda memperoleh bantuan saldo Rp100.000 dari program subsidi digital. Daftarkan nomor dan OTP melalui bank-hadiahcepat.site.,1
"Yth Nasabah BSI, akun Anda terdeteksi login dari perangkat baru. Untuk menghindari pemblokiran, segera verifikasi data melalui pusat-konfirmasiid.com",1
"Link zoom yang tadi kepakai yang baru, nanti aku kirim lagi di grup kelas. Syarat dan ketentuan berlaku.",0
"Akun mobile banking Anda terindikasi dibajak. Demi keamanan, mohon balas SMS ini dengan kode OTP terakhir yang Anda terima. Terima kasih.",1
Selamat datang di layanan e-statement CIMB Niaga. Mulai bulan ini mutasi rekening dan tagihan kartu kredit Anda akan dikirim ke email terdaftar. Harap abaikan jika sudah diproses.,2
"Aku di Jakarta sekarang, nanti kabarin kalau kamu sudah berangkat ya. Info lengkap di aplikasi resmi.",0
"Yth Nasabah CIMB Niaga, akun Anda terdeteksi login dari perangkat baru. Untuk menghindari pemblokiran, segera verifikasi data melalui validasi-dataonline.site Info lengkap di aplikasi resmi.",1
Nikmati promo belanja hemat dengan diskon hingga 40% menggunakan QRIS BTN di merchant makanan dan minuman pilihan setiap hari Jumat.,2
Nikmati promo belanja hemat dengan diskon hingga 50% menggunakan QRIS BTN di merchant makanan dan minuman pilihan setiap hari Jumat.,2
"Besok kumpul jam 10.00 di kampus, jangan lupa bawa laptop. Syarat dan ketentuan berlaku.",0
Tagihan BPJS Anda tertunggak. Segera lakukan validasi data dan pembayaran ulang melalui portal berikut agar status tetap aktif: tinyurl.com/claimhadiah Terima kasih.,1
"Aku di Solo sekarang, nanti kabarin kalau kamu sudah berangkat ya. Syarat dan ketentuan berlaku.",0
Dapatkan potongan admin untuk top up e-wallet melalui aplikasi PermataBank selama periode promo akhir pekan. Berlaku untuk nominal tertentu. Syarat dan ketentuan berlaku.,2
"Maaf aku baru balas, tadi habis kelas. Nanti malam kita bahas tugas bareng ya. Terima kasih.",0
BNI menghadirkan promo tabungan fleksibel dengan bunga kompetitif dan bebas biaya admin bulanan untuk pengguna baru yang registrasi bulan ini.,2
Notifikasi: pembayaran kartu kredit Anda sebesar Rp50.000 telah kami terima. Terima kasih telah melakukan pembayaran sebelum jatuh tempo. Harap abaikan jika sudah diproses.,2
"Nikmati cashback hingga Rp500.000 untuk pembayaran tagihan listrik, air, dan internet melalui aplikasi Mandiri. Promo berlaku sampai akhir bulan.",2
"Tolong cek grup, dosen tadi kirim info perubahan jadwal presentasi untuk minggu depan. Info lengkap di aplikasi resmi.",0
Tagihan internet rumah Anda sebesar Rp100.000 jatuh tempo pada 14/04/2026. Bayar melalui mobile banking untuk dapat poin reward tambahan. Terima kasih.,2
